track,h,search,queue,algo,domain,cov
ipc2011,ff1,eager,FIFO,hP,elevators,17
ipc2011,ff1,eager,FIFO,hP,woodworking,10
ipc2011,ff1,eager,FIFO,hP,barman,10
ipc2011,ff1,eager,FIFO,hP,parcprinter,20
ipc2011,ff1,eager,FIFO,hP,parking,9
ipc2011,ff1,eager,FIFO,hP,floortile,7
ipc2011,ff1,eager,FIFO,hP,scanalyzer,19
ipc2011,ff1,eager,FIFO,hP,sokoban,19
ipc2011,ff1,eager,FIFO,hP,openstacks,13
ipc2014,ff1,eager,FIFO,hP,barman,0
ipc2014,ff1,eager,FIFO,hP,citycar,2
ipc2014,ff1,eager,FIFO,hP,parking,1
ipc2014,ff1,eager,FIFO,hP,childsnack,0
ipc2014,ff1,eager,FIFO,hP,floortile,2
ipc2014,ff1,eager,FIFO,hP,tetris,3
ipc2014,ff1,eager,FIFO,hP,cavediving,7
ipc2014,ff1,eager,FIFO,hP,transport,0
ipc2014,ff1,eager,FIFO,hP,thoughtful,12
ipc2014,ff1,eager,FIFO,hP,maintenance,6
ipc2014,ff1,eager,FIFO,hP,openstacks,1
ipc2014,ff1,eager,FIFO,hP,hiking,20
ipc2014,ff1,eager,FIFO,hP,visitall,0
ipc2014,ff1,eager,FIFO,hP,ged,14
ipc2014,cg1,eager,FIFO,hP,barman,0
ipc2014,cg1,eager,FIFO,hP,citycar,1
ipc2014,cg1,eager,FIFO,hP,parking,2
ipc2014,cg1,eager,FIFO,hP,childsnack,1
ipc2014,cg1,eager,FIFO,hP,floortile,2
ipc2014,cg1,eager,FIFO,hP,tetris,13
ipc2014,cg1,eager,FIFO,hP,cavediving,7
ipc2014,cg1,eager,FIFO,hP,transport,5
ipc2014,cg1,eager,FIFO,hP,thoughtful,5
ipc2014,cg1,eager,FIFO,hP,maintenance,16
ipc2014,cg1,eager,FIFO,hP,openstacks,0
ipc2014,cg1,eager,FIFO,hP,hiking,18
ipc2014,cg1,eager,FIFO,hP,visitall,0
ipc2014,cg1,eager,FIFO,hP,ged,4
ipc2011,ff1,eager,FIFO,hP,nomystery,9
ipc2011,ff1,eager,FIFO,hP,tidybot,16
ipc2011,ff1,eager,FIFO,hP,pegsol,20
ipc2011,ff1,eager,FIFO,hP,visitall,5
ipc2011,ff1,eager,FIFO,hP,transport,0
ipc2011,ff1,eager,FIFO,hP,elevators,16
ipc2011,ff1,eager,FIFO,hP,woodworking,9
ipc2011,ff1,eager,FIFO,hP,barman,12
ipc2011,ff1,eager,FIFO,hP,parcprinter,20
ipc2011,ff1,eager,FIFO,hP,parking,10
ipc2011,ff1,eager,FIFO,hP,floortile,8
ipc2011,ff1,eager,FIFO,hP,scanalyzer,19
ipc2011,ff1,eager,FIFO,hP,sokoban,19
ipc2011,ff1,eager,FIFO,hP,openstacks,13
ipc2011,ff1,eager,FIFO,hP,nomystery,9
ipc2011,ff1,eager,FIFO,hP,tidybot,17
ipc2011,ff1,eager,FIFO,hP,pegsol,20
ipc2011,ff1,eager,FIFO,hP,visitall,6
ipc2011,ff1,eager,FIFO,hP,transport,0
ipc2011,ff1,eager,FIFO,hP,elevators,17
ipc2011,ff1,eager,FIFO,hP,woodworking,10
ipc2011,ff1,eager,FIFO,hP,barman,10
ipc2011,ff1,eager,FIFO,hP,parcprinter,20
ipc2011,ff1,eager,FIFO,hP,parking,10
ipc2011,ff1,eager,FIFO,hP,floortile,6
ipc2011,ff1,eager,FIFO,hP,scanalyzer,19
ipc2011,ff1,eager,FIFO,hP,sokoban,19
ipc2011,ff1,eager,FIFO,hP,openstacks,13
ipc2011,cg1,eager,FIFO,ht,nomystery,16
ipc2011,cg1,eager,FIFO,ht,tidybot,18
ipc2011,cg1,eager,FIFO,ht,pegsol,20
ipc2011,cg1,eager,FIFO,ht,visitall,6
ipc2011,cg1,eager,FIFO,ht,transport,8
ipc2011,cg1,eager,FIFO,ht,elevators,8
ipc2011,cg1,eager,FIFO,ht,woodworking,3
ipc2011,cg1,eager,FIFO,ht,barman,0
ipc2011,cg1,eager,FIFO,ht,parcprinter,19
ipc2011,cg1,eager,FIFO,ht,parking,12
ipc2011,cg1,eager,FIFO,ht,floortile,3
ipc2011,cg1,eager,FIFO,ht,scanalyzer,20
ipc2011,cg1,eager,FIFO,ht,sokoban,17
ipc2011,cg1,eager,FIFO,ht,openstacks,10
ipc2011,ff1,eager,FIFO,ht,nomystery,17
ipc2011,ff1,eager,FIFO,ht,tidybot,17
ipc2011,ff1,eager,FIFO,ht,pegsol,20
ipc2011,ff1,eager,FIFO,ht,visitall,5
ipc2011,ff1,eager,FIFO,ht,transport,0
ipc2011,ff1,eager,FIFO,ht,elevators,16
ipc2011,ff1,eager,FIFO,ht,woodworking,5
ipc2011,ff1,eager,FIFO,ht,barman,10
ipc2011,ff1,eager,FIFO,ht,parcprinter,20
ipc2011,ff1,eager,FIFO,ht,parking,10
ipc2011,ff1,eager,FIFO,ht,floortile,6
ipc2011,ff1,eager,FIFO,ht,scanalyzer,17
ipc2011,ff1,eager,FIFO,ht,sokoban,17
ipc2011,ff1,eager,FIFO,ht,openstacks,11
ipc2014,cg1,eager,FIFO,ht,barman,0
ipc2014,cg1,eager,FIFO,ht,citycar,9
ipc2014,cg1,eager,FIFO,ht,parking,0
ipc2014,cg1,eager,FIFO,ht,childsnack,0
ipc2014,cg1,eager,FIFO,ht,floortile,2
ipc2014,cg1,eager,FIFO,ht,tetris,14
ipc2014,cg1,eager,FIFO,ht,cavediving,7
ipc2014,cg1,eager,FIFO,ht,transport,3
ipc2014,cg1,eager,FIFO,ht,thoughtful,5
ipc2014,cg1,eager,FIFO,ht,maintenance,16
ipc2014,cg1,eager,FIFO,ht,openstacks,0
ipc2014,cg1,eager,FIFO,ht,hiking,19
ipc2014,cg1,eager,FIFO,ht,visitall,0
ipc2014,cg1,eager,FIFO,ht,ged,9
ipc2014,cg1,eager,FIFO,ht,barman,0
ipc2014,cg1,eager,FIFO,ht,citycar,6
ipc2014,cg1,eager,FIFO,ht,parking,1
ipc2014,cg1,eager,FIFO,ht,childsnack,0
ipc2014,cg1,eager,FIFO,ht,floortile,2
ipc2014,cg1,eager,FIFO,ht,tetris,13
ipc2014,cg1,eager,FIFO,ht,cavediving,7
ipc2014,cg1,eager,FIFO,ht,transport,4
ipc2014,cg1,eager,FIFO,ht,thoughtful,5
ipc2014,cg1,eager,FIFO,ht,maintenance,17
ipc2014,cg1,eager,FIFO,ht,openstacks,0
ipc2014,cg1,eager,FIFO,ht,hiking,20
ipc2014,cg1,eager,FIFO,ht,visitall,0
ipc2014,cg1,eager,FIFO,ht,ged,10
ipc2014,ff1,eager,FIFO,ht,barman,0
ipc2014,ff1,eager,FIFO,ht,citycar,6
ipc2014,ff1,eager,FIFO,ht,parking,3
ipc2014,ff1,eager,FIFO,ht,childsnack,0
ipc2014,ff1,eager,FIFO,ht,floortile,2
ipc2014,ff1,eager,FIFO,ht,tetris,2
ipc2014,ff1,eager,FIFO,ht,cavediving,7
ipc2014,ff1,eager,FIFO,ht,transport,0
ipc2014,ff1,eager,FIFO,ht,thoughtful,11
ipc2014,ff1,eager,FIFO,ht,maintenance,10
ipc2014,ff1,eager,FIFO,ht,openstacks,0
ipc2014,ff1,eager,FIFO,ht,hiking,20
ipc2014,ff1,eager,FIFO,ht,visitall,0
ipc2014,ff1,eager,FIFO,ht,ged,13
ipc2011,ff1,eager,FIFO,ht,nomystery,17
ipc2011,ff1,eager,FIFO,ht,tidybot,15
ipc2011,ff1,eager,FIFO,ht,pegsol,20
ipc2011,ff1,eager,FIFO,ht,visitall,6
ipc2011,ff1,eager,FIFO,ht,transport,0
ipc2011,ff1,eager,FIFO,ht,elevators,16
ipc2011,ff1,eager,FIFO,ht,woodworking,3
ipc2011,ff1,eager,FIFO,ht,barman,12
ipc2011,ff1,eager,FIFO,ht,parcprinter,20
ipc2011,ff1,eager,FIFO,ht,parking,8
ipc2011,ff1,eager,FIFO,ht,floortile,8
ipc2011,ff1,eager,FIFO,ht,scanalyzer,17
ipc2011,ff1,eager,FIFO,ht,sokoban,17
ipc2011,ff1,eager,FIFO,ht,openstacks,11
ipc2014,ff1,eager,FIFO,ht,barman,1
ipc2014,ff1,eager,FIFO,ht,citycar,9
ipc2014,ff1,eager,FIFO,ht,parking,1
ipc2014,ff1,eager,FIFO,ht,childsnack,0
ipc2014,ff1,eager,FIFO,ht,floortile,2
ipc2014,ff1,eager,FIFO,ht,tetris,3
ipc2014,ff1,eager,FIFO,ht,cavediving,7
ipc2014,ff1,eager,FIFO,ht,transport,0
ipc2014,ff1,eager,FIFO,ht,thoughtful,13
ipc2014,ff1,eager,FIFO,ht,maintenance,10
ipc2014,ff1,eager,FIFO,ht,openstacks,0
ipc2014,ff1,eager,FIFO,ht,hiking,20
ipc2014,ff1,eager,FIFO,ht,visitall,0
ipc2014,ff1,eager,FIFO,ht,ged,15
ipc2014,cg1,eager,FIFO,ht,barman,0
ipc2014,cg1,eager,FIFO,ht,citycar,9
ipc2014,cg1,eager,FIFO,ht,parking,1
ipc2014,cg1,eager,FIFO,ht,childsnack,0
ipc2014,cg1,eager,FIFO,ht,floortile,2
ipc2014,cg1,eager,FIFO,ht,tetris,13
ipc2014,cg1,eager,FIFO,ht,cavediving,7
ipc2014,cg1,eager,FIFO,ht,transport,3
ipc2014,cg1,eager,FIFO,ht,thoughtful,5
ipc2014,cg1,eager,FIFO,ht,maintenance,15
ipc2014,cg1,eager,FIFO,ht,openstacks,0
ipc2014,cg1,eager,FIFO,ht,hiking,20
ipc2014,cg1,eager,FIFO,ht,visitall,0
ipc2014,cg1,eager,FIFO,ht,ged,8
ipc2014,ff1,eager,FIFO,ht,barman,1
ipc2014,ff1,eager,FIFO,ht,citycar,6
ipc2014,ff1,eager,FIFO,ht,parking,1
ipc2014,ff1,eager,FIFO,ht,childsnack,0
ipc2014,ff1,eager,FIFO,ht,floortile,2
ipc2014,ff1,eager,FIFO,ht,tetris,3
ipc2014,ff1,eager,FIFO,ht,cavediving,7
ipc2014,ff1,eager,FIFO,ht,transport,0
ipc2014,ff1,eager,FIFO,ht,thoughtful,13
ipc2014,ff1,eager,FIFO,ht,maintenance,12
ipc2014,ff1,eager,FIFO,ht,openstacks,0
ipc2014,ff1,eager,FIFO,ht,hiking,20
ipc2014,ff1,eager,FIFO,ht,visitall,0
ipc2014,ff1,eager,FIFO,ht,ged,13
ipc2014,cg1,eager,FIFO,ht,barman,0
ipc2014,cg1,eager,FIFO,ht,citycar,9
ipc2014,cg1,eager,FIFO,ht,parking,1
ipc2014,cg1,eager,FIFO,ht,childsnack,0
ipc2014,cg1,eager,FIFO,ht,floortile,2
ipc2014,cg1,eager,FIFO,ht,tetris,16
ipc2014,cg1,eager,FIFO,ht,cavediving,7
ipc2014,cg1,eager,FIFO,ht,transport,3
ipc2014,cg1,eager,FIFO,ht,thoughtful,5
ipc2014,cg1,eager,FIFO,ht,maintenance,17
ipc2014,cg1,eager,FIFO,ht,openstacks,0
ipc2014,cg1,eager,FIFO,ht,hiking,19
ipc2014,cg1,eager,FIFO,ht,visitall,0
ipc2014,cg1,eager,FIFO,ht,ged,11
ipc2014,ff1,eager,FIFO,ht,barman,2
ipc2014,ff1,eager,FIFO,ht,citycar,7
ipc2014,ff1,eager,FIFO,ht,parking,0
ipc2014,ff1,eager,FIFO,ht,childsnack,0
ipc2014,ff1,eager,FIFO,ht,floortile,2
ipc2014,ff1,eager,FIFO,ht,tetris,5
ipc2014,ff1,eager,FIFO,ht,cavediving,7
ipc2014,ff1,eager,FIFO,ht,transport,0
ipc2014,ff1,eager,FIFO,ht,thoughtful,15
ipc2014,ff1,eager,FIFO,ht,maintenance,11
ipc2014,ff1,eager,FIFO,ht,openstacks,0
ipc2014,ff1,eager,FIFO,ht,hiking,19
ipc2014,ff1,eager,FIFO,ht,visitall,0
ipc2014,ff1,eager,FIFO,ht,ged,14
ipc2011,ff1,eager,FIFO,ht,nomystery,16
ipc2011,ff1,eager,FIFO,ht,tidybot,17
ipc2011,ff1,eager,FIFO,ht,pegsol,20
ipc2011,ff1,eager,FIFO,ht,visitall,6
ipc2011,ff1,eager,FIFO,ht,transport,0
ipc2011,ff1,eager,FIFO,ht,elevators,15
ipc2011,ff1,eager,FIFO,ht,woodworking,3
ipc2011,ff1,eager,FIFO,ht,barman,10
ipc2011,ff1,eager,FIFO,ht,parcprinter,20
ipc2011,ff1,eager,FIFO,ht,parking,9
ipc2011,ff1,eager,FIFO,ht,floortile,8
ipc2011,ff1,eager,FIFO,ht,scanalyzer,18
ipc2011,ff1,eager,FIFO,ht,sokoban,18
ipc2011,ff1,eager,FIFO,ht,openstacks,11
ipc2011,cg1,eager,FIFO,ht,nomystery,16
ipc2011,cg1,eager,FIFO,ht,tidybot,19
ipc2011,cg1,eager,FIFO,ht,pegsol,20
ipc2011,cg1,eager,FIFO,ht,visitall,6
ipc2011,cg1,eager,FIFO,ht,transport,9
ipc2011,cg1,eager,FIFO,ht,elevators,9
ipc2011,cg1,eager,FIFO,ht,woodworking,4
ipc2011,cg1,eager,FIFO,ht,barman,0
ipc2011,cg1,eager,FIFO,ht,parcprinter,20
ipc2011,cg1,eager,FIFO,ht,parking,10
ipc2011,cg1,eager,FIFO,ht,floortile,2
ipc2011,cg1,eager,FIFO,ht,scanalyzer,20
ipc2011,cg1,eager,FIFO,ht,sokoban,17
ipc2011,cg1,eager,FIFO,ht,openstacks,10
ipc2011,cg1,eager,FIFO,ht,nomystery,15
ipc2011,cg1,eager,FIFO,ht,tidybot,17
ipc2011,cg1,eager,FIFO,ht,pegsol,20
ipc2011,cg1,eager,FIFO,ht,visitall,6
ipc2011,cg1,eager,FIFO,ht,transport,9
ipc2011,cg1,eager,FIFO,ht,elevators,9
ipc2011,cg1,eager,FIFO,ht,woodworking,2
ipc2011,cg1,eager,FIFO,ht,barman,0
ipc2011,cg1,eager,FIFO,ht,parcprinter,19
ipc2011,cg1,eager,FIFO,ht,parking,11
ipc2011,cg1,eager,FIFO,ht,floortile,2
ipc2011,cg1,eager,FIFO,ht,scanalyzer,20
ipc2011,cg1,eager,FIFO,ht,sokoban,17
ipc2011,cg1,eager,FIFO,ht,openstacks,10
ipc2011,ff1,eager,FIFO,ht,nomystery,16
ipc2011,ff1,eager,FIFO,ht,tidybot,15
ipc2011,ff1,eager,FIFO,ht,pegsol,20
ipc2011,ff1,eager,FIFO,ht,visitall,7
ipc2011,ff1,eager,FIFO,ht,transport,0
ipc2011,ff1,eager,FIFO,ht,elevators,17
ipc2011,ff1,eager,FIFO,ht,woodworking,3
ipc2011,ff1,eager,FIFO,ht,barman,10
ipc2011,ff1,eager,FIFO,ht,parcprinter,20
ipc2011,ff1,eager,FIFO,ht,parking,12
ipc2011,ff1,eager,FIFO,ht,floortile,7
ipc2011,ff1,eager,FIFO,ht,scanalyzer,19
ipc2011,ff1,eager,FIFO,ht,sokoban,17
ipc2011,ff1,eager,FIFO,ht,openstacks,11
ipc2011,cg1,eager,FIFO,ht,nomystery,16
ipc2011,cg1,eager,FIFO,ht,tidybot,19
ipc2011,cg1,eager,FIFO,ht,pegsol,20
ipc2011,cg1,eager,FIFO,ht,visitall,7
ipc2011,cg1,eager,FIFO,ht,transport,10
ipc2011,cg1,eager,FIFO,ht,elevators,9
ipc2011,cg1,eager,FIFO,ht,woodworking,2
ipc2011,cg1,eager,FIFO,ht,barman,0
ipc2011,cg1,eager,FIFO,ht,parcprinter,20
ipc2011,cg1,eager,FIFO,ht,parking,13
ipc2011,cg1,eager,FIFO,ht,floortile,2
ipc2011,cg1,eager,FIFO,ht,scanalyzer,20
ipc2011,cg1,eager,FIFO,ht,sokoban,16
ipc2011,cg1,eager,FIFO,ht,openstacks,10
ipc2011,ff1,eager,FIFO,hd,nomystery,7
ipc2011,ff1,eager,FIFO,hd,tidybot,16
ipc2011,ff1,eager,FIFO,hd,pegsol,20
ipc2011,ff1,eager,FIFO,hd,visitall,3
ipc2011,ff1,eager,FIFO,hd,transport,0
ipc2011,ff1,eager,FIFO,hd,elevators,14
ipc2011,ff1,eager,FIFO,hd,woodworking,2
ipc2011,ff1,eager,FIFO,hd,barman,9
ipc2011,ff1,eager,FIFO,hd,parcprinter,20
ipc2011,ff1,eager,FIFO,hd,parking,20
ipc2011,ff1,eager,FIFO,hd,floortile,6
ipc2011,ff1,eager,FIFO,hd,scanalyzer,15
ipc2011,ff1,eager,FIFO,hd,sokoban,19
ipc2011,ff1,eager,FIFO,hd,openstacks,18
ipc2014,ff1,eager,FIFO,hd,barman,0
ipc2014,ff1,eager,FIFO,hd,citycar,0
ipc2014,ff1,eager,FIFO,hd,parking,7
ipc2014,ff1,eager,FIFO,hd,childsnack,4
ipc2014,ff1,eager,FIFO,hd,floortile,2
ipc2014,ff1,eager,FIFO,hd,tetris,7
ipc2014,ff1,eager,FIFO,hd,cavediving,7
ipc2014,ff1,eager,FIFO,hd,transport,0
ipc2014,ff1,eager,FIFO,hd,thoughtful,9
ipc2014,ff1,eager,FIFO,hd,maintenance,8
ipc2014,ff1,eager,FIFO,hd,openstacks,13
ipc2014,ff1,eager,FIFO,hd,hiking,20
ipc2014,ff1,eager,FIFO,hd,visitall,0
ipc2014,ff1,eager,FIFO,hd,ged,19
ipc2011,cg1,eager,FIFO,hd,nomystery,6
ipc2011,cg1,eager,FIFO,hd,tidybot,18
ipc2011,cg1,eager,FIFO,hd,pegsol,20
ipc2011,cg1,eager,FIFO,hd,visitall,3
ipc2011,cg1,eager,FIFO,hd,transport,11
ipc2011,cg1,eager,FIFO,hd,elevators,8
ipc2011,cg1,eager,FIFO,hd,woodworking,2
ipc2011,cg1,eager,FIFO,hd,barman,0
ipc2011,cg1,eager,FIFO,hd,parcprinter,20
ipc2011,cg1,eager,FIFO,hd,parking,18
ipc2011,cg1,eager,FIFO,hd,floortile,0
ipc2011,cg1,eager,FIFO,hd,scanalyzer,20
ipc2011,cg1,eager,FIFO,hd,sokoban,16
ipc2011,cg1,eager,FIFO,hd,openstacks,15
ipc2014,cg1,eager,FIFO,hd,barman,0
ipc2014,cg1,eager,FIFO,hd,citycar,0
ipc2014,cg1,eager,FIFO,hd,parking,10
ipc2014,cg1,eager,FIFO,hd,childsnack,6
ipc2014,cg1,eager,FIFO,hd,floortile,0
ipc2014,cg1,eager,FIFO,hd,tetris,18
ipc2014,cg1,eager,FIFO,hd,cavediving,7
ipc2014,cg1,eager,FIFO,hd,transport,3
ipc2014,cg1,eager,FIFO,hd,thoughtful,5
ipc2014,cg1,eager,FIFO,hd,maintenance,16
ipc2014,cg1,eager,FIFO,hd,openstacks,3
ipc2014,cg1,eager,FIFO,hd,hiking,17
ipc2014,cg1,eager,FIFO,hd,visitall,0
ipc2014,cg1,eager,FIFO,hd,ged,0
ipc2014,cg1,eager,FIFO,hd,barman,0
ipc2014,cg1,eager,FIFO,hd,citycar,0
ipc2014,cg1,eager,FIFO,hd,parking,9
ipc2014,cg1,eager,FIFO,hd,childsnack,6
ipc2014,cg1,eager,FIFO,hd,floortile,0
ipc2014,cg1,eager,FIFO,hd,tetris,18
ipc2014,cg1,eager,FIFO,hd,cavediving,7
ipc2014,cg1,eager,FIFO,hd,transport,3
ipc2014,cg1,eager,FIFO,hd,thoughtful,5
ipc2014,cg1,eager,FIFO,hd,maintenance,16
ipc2014,cg1,eager,FIFO,hd,openstacks,3
ipc2014,cg1,eager,FIFO,hd,hiking,16
ipc2014,cg1,eager,FIFO,hd,visitall,0
ipc2014,cg1,eager,FIFO,hd,ged,0
ipc2014,ff1,eager,FIFO,hd,barman,0
ipc2014,ff1,eager,FIFO,hd,citycar,0
ipc2014,ff1,eager,FIFO,hd,parking,6
ipc2014,ff1,eager,FIFO,hd,childsnack,4
ipc2014,ff1,eager,FIFO,hd,floortile,2
ipc2014,ff1,eager,FIFO,hd,tetris,7
ipc2014,ff1,eager,FIFO,hd,cavediving,7
ipc2014,ff1,eager,FIFO,hd,transport,0
ipc2014,ff1,eager,FIFO,hd,thoughtful,9
ipc2014,ff1,eager,FIFO,hd,maintenance,8
ipc2014,ff1,eager,FIFO,hd,openstacks,12
ipc2014,ff1,eager,FIFO,hd,hiking,20
ipc2014,ff1,eager,FIFO,hd,visitall,0
ipc2014,ff1,eager,FIFO,hd,ged,19
ipc2014,ff1,eager,FIFO,hd,barman,0
ipc2014,ff1,eager,FIFO,hd,citycar,0
ipc2014,ff1,eager,FIFO,hd,parking,8
ipc2014,ff1,eager,FIFO,hd,childsnack,4
ipc2014,ff1,eager,FIFO,hd,floortile,2
ipc2014,ff1,eager,FIFO,hd,tetris,6
ipc2014,ff1,eager,FIFO,hd,cavediving,7
ipc2014,ff1,eager,FIFO,hd,transport,0
ipc2014,ff1,eager,FIFO,hd,thoughtful,9
ipc2014,ff1,eager,FIFO,hd,maintenance,8
ipc2014,ff1,eager,FIFO,hd,openstacks,12
ipc2014,ff1,eager,FIFO,hd,hiking,20
ipc2014,ff1,eager,FIFO,hd,visitall,0
ipc2014,ff1,eager,FIFO,hd,ged,19
ipc2014,cg1,eager,FIFO,hd,barman,0
ipc2014,cg1,eager,FIFO,hd,citycar,0
ipc2014,cg1,eager,FIFO,hd,parking,10
ipc2014,cg1,eager,FIFO,hd,childsnack,6
ipc2014,cg1,eager,FIFO,hd,floortile,0
ipc2014,cg1,eager,FIFO,hd,tetris,18
ipc2014,cg1,eager,FIFO,hd,cavediving,7
ipc2014,cg1,eager,FIFO,hd,transport,3
ipc2014,cg1,eager,FIFO,hd,thoughtful,5
ipc2014,cg1,eager,FIFO,hd,maintenance,16
ipc2014,cg1,eager,FIFO,hd,openstacks,4
ipc2014,cg1,eager,FIFO,hd,hiking,17
ipc2014,cg1,eager,FIFO,hd,visitall,0
ipc2014,cg1,eager,FIFO,hd,ged,0
ipc2011,ff1,eager,FIFO,hd,nomystery,7
ipc2011,ff1,eager,FIFO,hd,tidybot,16
ipc2011,ff1,eager,FIFO,hd,pegsol,20
ipc2011,ff1,eager,FIFO,hd,visitall,3
ipc2011,ff1,eager,FIFO,hd,transport,0
ipc2011,ff1,eager,FIFO,hd,elevators,14
ipc2011,ff1,eager,FIFO,hd,woodworking,2
ipc2011,ff1,eager,FIFO,hd,barman,8
ipc2011,ff1,eager,FIFO,hd,parcprinter,20
ipc2011,ff1,eager,FIFO,hd,parking,20
ipc2011,ff1,eager,FIFO,hd,floortile,6
ipc2011,ff1,eager,FIFO,hd,scanalyzer,15
ipc2011,ff1,eager,FIFO,hd,sokoban,19
ipc2011,ff1,eager,FIFO,hd,openstacks,18
ipc2011,ff1,eager,FIFO,hd,nomystery,7
ipc2011,ff1,eager,FIFO,hd,tidybot,16
ipc2011,ff1,eager,FIFO,hd,pegsol,20
ipc2011,ff1,eager,FIFO,hd,visitall,3
ipc2011,ff1,eager,FIFO,hd,transport,0
ipc2011,ff1,eager,FIFO,hd,elevators,14
ipc2011,ff1,eager,FIFO,hd,woodworking,2
ipc2011,ff1,eager,FIFO,hd,barman,8
ipc2011,ff1,eager,FIFO,hd,parcprinter,20
ipc2011,ff1,eager,FIFO,hd,parking,20
ipc2011,ff1,eager,FIFO,hd,floortile,6
ipc2011,ff1,eager,FIFO,hd,scanalyzer,15
ipc2011,ff1,eager,FIFO,hd,sokoban,19
ipc2011,ff1,eager,FIFO,hd,openstacks,19
ipc2011,cg1,eager,FIFO,hd,nomystery,6
ipc2011,cg1,eager,FIFO,hd,tidybot,18
ipc2011,cg1,eager,FIFO,hd,pegsol,20
ipc2011,cg1,eager,FIFO,hd,visitall,3
ipc2011,cg1,eager,FIFO,hd,transport,11
ipc2011,cg1,eager,FIFO,hd,elevators,8
ipc2011,cg1,eager,FIFO,hd,woodworking,2
ipc2011,cg1,eager,FIFO,hd,barman,0
ipc2011,cg1,eager,FIFO,hd,parcprinter,20
ipc2011,cg1,eager,FIFO,hd,parking,18
ipc2011,cg1,eager,FIFO,hd,floortile,0
ipc2011,cg1,eager,FIFO,hd,scanalyzer,20
ipc2011,cg1,eager,FIFO,hd,sokoban,16
ipc2011,cg1,eager,FIFO,hd,openstacks,14
ipc2014,cg1,eager,FIFO,hd,barman,0
ipc2014,cg1,eager,FIFO,hd,citycar,0
ipc2014,cg1,eager,FIFO,hd,parking,10
ipc2014,cg1,eager,FIFO,hd,childsnack,6
ipc2014,cg1,eager,FIFO,hd,floortile,0
ipc2014,cg1,eager,FIFO,hd,tetris,18
ipc2014,cg1,eager,FIFO,hd,cavediving,7
ipc2014,cg1,eager,FIFO,hd,transport,3
ipc2014,cg1,eager,FIFO,hd,thoughtful,5
ipc2014,cg1,eager,FIFO,hd,maintenance,16
ipc2014,cg1,eager,FIFO,hd,openstacks,4
ipc2014,cg1,eager,FIFO,hd,hiking,17
ipc2014,cg1,eager,FIFO,hd,visitall,0
ipc2014,cg1,eager,FIFO,hd,ged,0
ipc2011,cg1,eager,FIFO,hd,nomystery,6
ipc2011,cg1,eager,FIFO,hd,tidybot,18
ipc2011,cg1,eager,FIFO,hd,pegsol,20
ipc2011,cg1,eager,FIFO,hd,visitall,3
ipc2011,cg1,eager,FIFO,hd,transport,12
ipc2011,cg1,eager,FIFO,hd,elevators,8
ipc2011,cg1,eager,FIFO,hd,woodworking,2
ipc2011,cg1,eager,FIFO,hd,barman,0
ipc2011,cg1,eager,FIFO,hd,parcprinter,20
ipc2011,cg1,eager,FIFO,hd,parking,18
ipc2011,cg1,eager,FIFO,hd,floortile,0
ipc2011,cg1,eager,FIFO,hd,scanalyzer,20
ipc2011,cg1,eager,FIFO,hd,sokoban,16
ipc2011,cg1,eager,FIFO,hd,openstacks,15
ipc2011,ff1,eager,FIFO,hd,nomystery,7
ipc2011,ff1,eager,FIFO,hd,tidybot,16
ipc2011,ff1,eager,FIFO,hd,pegsol,20
ipc2011,ff1,eager,FIFO,hd,visitall,3
ipc2011,ff1,eager,FIFO,hd,transport,0
ipc2011,ff1,eager,FIFO,hd,elevators,14
ipc2011,ff1,eager,FIFO,hd,woodworking,2
ipc2011,ff1,eager,FIFO,hd,barman,8
ipc2011,ff1,eager,FIFO,hd,parcprinter,20
ipc2011,ff1,eager,FIFO,hd,parking,20
ipc2011,ff1,eager,FIFO,hd,floortile,7
ipc2011,ff1,eager,FIFO,hd,scanalyzer,16
ipc2011,ff1,eager,FIFO,hd,sokoban,19
ipc2011,ff1,eager,FIFO,hd,openstacks,18
ipc2014,ff1,eager,FIFO,hd,barman,0
ipc2014,ff1,eager,FIFO,hd,citycar,0
ipc2014,ff1,eager,FIFO,hd,parking,8
ipc2014,ff1,eager,FIFO,hd,childsnack,4
ipc2014,ff1,eager,FIFO,hd,floortile,2
ipc2014,ff1,eager,FIFO,hd,tetris,7
ipc2014,ff1,eager,FIFO,hd,cavediving,7
ipc2014,ff1,eager,FIFO,hd,transport,0
ipc2014,ff1,eager,FIFO,hd,thoughtful,9
ipc2014,ff1,eager,FIFO,hd,maintenance,8
ipc2014,ff1,eager,FIFO,hd,openstacks,12
ipc2014,ff1,eager,FIFO,hd,hiking,20
ipc2014,ff1,eager,FIFO,hd,visitall,0
ipc2014,ff1,eager,FIFO,hd,ged,19
ipc2011,cg1,eager,FIFO,hd,nomystery,6
ipc2011,cg1,eager,FIFO,hd,tidybot,18
ipc2011,cg1,eager,FIFO,hd,pegsol,20
ipc2011,cg1,eager,FIFO,hd,visitall,3
ipc2011,cg1,eager,FIFO,hd,transport,12
ipc2011,cg1,eager,FIFO,hd,elevators,8
ipc2011,cg1,eager,FIFO,hd,woodworking,2
ipc2011,cg1,eager,FIFO,hd,barman,0
ipc2011,cg1,eager,FIFO,hd,parcprinter,20
ipc2011,cg1,eager,FIFO,hd,parking,18
ipc2011,cg1,eager,FIFO,hd,floortile,0
ipc2011,cg1,eager,FIFO,hd,scanalyzer,20
